	Description	Secretion	SignalP	RNA binding domain	Diff exp	S4TE;promotor_motif	S4TE;homology	S4TE;Eukaryotic_domains	S4TE;Prokaryotic_domains	S4TE;Nuclear_localization_signal	S4TE;Prenylation	S4TE;Coiled_coils	S4TE;C_basicity	S4TE;C_charge	S4TE;C_hidrofilnost	S4TE;hidrofilnost	S4TE;E-block	S4TE Score	CatRapid mean	CatRapid max	CatRapid max (STAR, all)	CatRapid mean (STAR, all)	CatRapid max (Z-score, all)	CatRapid mean (Z-score, all)	CatRapid count Z-score > 2 (all)
CP003496.1_prot_D7S_02154_1980	periplasmic protein	1.0	0.662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	0.016239960546709876	3.76	0.5	0.23914193169548992	5.26	-0.024230958649821006	14182
CP003496.1_prot_D7S_02155_1981	twin-arginine translocation pathway signal	0.0	0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.21539030576299845	3.79	0.22	0.10707129733108557	5.72	0.19015494478434639	18873
CP003496.1_prot_D7S_02156_1982	carboxy- protease	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.05437861068056925	3.68	0.21	0.0983416362017692	5.78	0.03853437008694335	11069
CP003496.1_prot_D7S_02159_1985	dihydrolipoyllysine-residue succinyltransferase	0.0	0.099	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.022041707763843878	3.85	0.76	0.6205676888981493	6.9	-0.036073532475896425	14150
CP003496.1_prot_D7S_02160_1986	hypothetical protein	0.0	0.344	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.03977032548964351	2.525	0.12	0.06290114219688217	3.48	0.008334722406379625	7509
CP003496.1_prot_D7S_02161_1987	seryl-tRNA synthetase	0.0	0.103	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	-0.23218543046357615	4.09	0.42	0.1849785009376243	6.8	-0.22626692932775178	6753
CP003496.1_prot_D7S_02162_1988	succinyl-CoA ligase	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.4243095674228547	2.08	0.72	0.3396276968537496	2.96	-0.42934110582842416	720
CP003496.1_prot_D7S_02163_1989	hypothetical protein	1.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.16040298717768073	2.55	0.42	0.199107552137594	4.38	-0.176219385145758	5211
CP003496.1_prot_D7S_02164_1990	formate dehydrogenase, alpha subunit	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.2913822742003664	5.73	0.55	0.2945497509139469	6.57	0.22131617828121156	23283
CP003496.1_prot_D7S_02165_1991	formate dehydrogenase H	0.0	0.264	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.14901225870085952	4.88	0.15	0.06597588695470992	6.42	0.13297425795086468	15105
CP003496.1_prot_D7S_02166_1992	cell filamentation protein Fic-related protein	0.0	0.178	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	7.0	-0.3107693391573904	2.9	0.59	0.2770741386168621	5.21	-0.31433248726156876	4230
CP003496.1_prot_D7S_02167_1993	hydrogenase maturation peptidase HycI	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.16593349302522195	5.08	0.04	0.016528232909666055	7.19	0.15490027086924404	17567
CP003496.1_prot_D7S_02168_1994	hydrogenase-4 component J	0.0	0.117	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6087804706213893	5.52	0.14	0.06674871668592428	7.67	0.5665825961775236	37945
CP003496.1_prot_D7S_02169_1995	hydrogenase-4 component I	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.35746512610962383	3.43	0.24	0.11119409770234692	5.45	-0.34856363533044155	3602
CP003496.1_prot_D7S_02170_1996	hydrogenase-4 component H	0.0	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.04726856418204876	3.42	0.04	0.020631523118595268	5.42	-0.06623539105563238	9163
CP003496.1_prot_D7S_02171_1997	hydrogenase-4 component G	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	-0.14151402000845428	5.12	0.48	0.2420644782452219	5.18	-0.1785148599246112	9192
CP003496.1_prot_D7S_02172_1998	hydrogenase-4 component F	0.0	0.349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4104093278850219	6.53	0.1	0.054345746595192555	6.89	0.33790445703028815	29989
CP003496.1_prot_D7S_02173_1999	hydrogenase-4 component E	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.13098280963787515	3.69	0.03	0.013005038546777032	5.51	0.1043448942094596	14666
CP003496.1_prot_D7S_02174_2000	hydrogenase-4 component D	0.0	0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.0675708045653093	3.63	0.13	0.0600352319436289	5.52	-0.10344202829920632	10594
CP003496.1_prot_D7S_02175_2001	hydrogenase-4 component C	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.11062209384246866	4.12	0.06	0.027792699789744857	6.2	0.0826709980489838	17784
CP003496.1_prot_D7S_02176_2002	hydrogenase-4 component B	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0030061998027335474	7.34	0.78	0.37486854317807294	8.4	-0.05390288485215843	21150
CP003496.1_prot_D7S_02177_2003	electron transport protein HydN	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.3367077638438777	2.38	0.08	0.036007993483984625	3.38	-0.33775386888413245	1139
CP003496.1_prot_D7S_02180_2006	formate dehydrogenase subunit gamma	0.0	0.13	0.0	-5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	-0.48397069184162317	3.17	0.32	0.13411323470914704	4.95	-0.46926041331237095	1784
CP003496.1_prot_D7S_02181_2007	formate dehydrogenase accessory protein	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.012447513033676201	4.19	0.08	0.036107627905214705	5.48	0.005076809425492016	12449
CP003496.1_prot_D7S_02183_2009	formate dehydrogenase, alpha subunit	0.0	0.501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.032429195434690715	3.12	0.12	0.05551806110658612	5.5	0.013148144640387927	8798
CP003496.1_prot_D7S_02184_2010	formate dehydrogenase family accessory protein FdhD	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.08792517965337467	3.36	0.13	0.058538347887030495	5.68	-0.10334059439698444	6696
CP003496.1_prot_D7S_02185_2011	PurR protein	0.0	0.129	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.15865436099760463	4.21	1.5	0.9815277593620365	4.88	0.12127782092322843	17506
CP003496.1_prot_D7S_02186_2012	shikimate kinase	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07059039030576299	3.99	0.17	0.0749029227359688	6.0	0.06056939366961528	12381
CP003496.1_prot_D7S_02187_2013	gluconate permease	0.0	0.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.19188248555727772	3.4	0.13	0.05982706040573562	5.5	-0.20772450893110828	7407
CP003496.1_prot_D7S_02188_2014	DNA helicase II	0.0	0.102	0.0	2.87	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	5.0	0.8577969564604763	13.33	1.0	0.5350296440816017	13.33	0.7304106605042335	44479
CP003496.1_prot_D7S_02189_2015	DNA ligase	0.0	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.12468789629420882	3.97	0.28	0.12568901180080694	6.28	0.10543187543803155	15353
CP003496.1_prot_D7S_02190_2016	hypothetical protein	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.07081090601662673	2.665	0.12	0.05835233837819409	3.83	0.03982223021991551	9210
CP003496.1_prot_D7S_02191_2017	molybdate ABC transporter permease protein	0.0	0.106	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	-0.0281224461039876	3.95	0.08	0.03457352300494384	6.69	-0.03931894379936734	11751
CP003496.1_prot_D7S_02192_2018	toxin	0.0	0.105	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.3669775961673946	3.7249999999999996	0.1	0.04417309112950582	5.91	0.3271833387002065	26293
CP003496.1_prot_D7S_02193_2019	Prevent-host-death protein	0.0	0.151	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.64172044525856	5.04	1.5	1.0026843520921336	7.13	0.5809003087530544	38994
CP003496.1_prot_D7S_02194_2020	polysaccharide pyruvyl transferase YvfF	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.1151916302663097	3.52	0.28	0.12874055272479307	5.53	-0.12466690659746556	7686
CP003496.1_prot_D7S_02195_2021	polysaccharide biosynthesis protein	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.006739467380583346	5.22	0.12	0.06220947852935051	5.79	-0.042216581743791795	13705
CP003496.1_prot_D7S_02196_2022	Lsg locus putative protein 4	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.06495068338734677	4.86	0.16	0.07506061409656584	7.57	-0.06589888811016613	11220
CP003496.1_prot_D7S_02197_2023	hypothetical protein	0.0	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.10914329998590955	3.82	0.07	0.02912838823328851	7.29	-0.1159616805258273	10513
CP003496.1_prot_D7S_02198_2024	WcaA protein	0.0	0.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.15009370156404114	2.68	0.18	0.08531528801166824	4.48	-0.16741414581478606	5199
CP003496.1_prot_D7S_02199_2025	amylovoran biosynthesis glycosylltransferase AmsE	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.12444272227701847	5.49	0.14	0.06305703407648744	7.0	-0.11849733866232265	9216
CP003496.1_prot_D7S_02200_2026	lytic transglycosyllase	0.0	0.724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.09097787797660985	2.81	0.29	0.12923919837857292	5.71	-0.10164141079309758	8139
CP003496.1_prot_D7S_02201_2027	exonuclease III	0.0	0.101	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.11184444131323094	5.19	1.5	0.9393537969048927	6.71	-0.10960932320572804	8509
CP003496.1_prot_D7S_02202_2028	hypothetical protein	0.0	0.202	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	-0.3249506833873468	5.24	0.02	0.010075009944500215	6.93	-0.308843596688955	6032
CP003496.1_prot_D7S_02203_2029	dTDP-glucose 4,6-dehydratase	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.41395096519656194	4.48	0.16	0.06932500520902393	6.09	0.36081668024169866	28733
CP003496.1_prot_D7S_02204_2030	hypothetical protein	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.08487811751444274	3.89	0.11	0.049227927944992714	6.13	-0.09271929990718467	6461
CP003496.1_prot_D7S_02205_2031	GTP cyclohydrolase II	0.0	0.117	0.0	-2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.12282231928984079	4.03	0.12	0.05743375068664408	6.42	0.1016167863163677	14066
CP003496.1_prot_D7S_02206_2032	phosphatidylglycerophosphatase B	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.012612371424545582	4.57	0.08	0.036870134298107704	7.37	-0.018277991400375053	13163
CP003496.1_prot_D7S_02207_2033	NagC protein	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.2829181344229956	3.9	0.32	0.17296743886500102	5.37	0.23840916409372456	22652
CP003496.1_prot_D7S_02209_2034	outer-membrane lipoprotein carrier protein precursor	0.0	0.817	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	-0.07144286318162603	3.23	0.11	0.05275623662227948	4.91	-0.08013496107438485	5844
CP003496.1_prot_D7S_02210_2035	lipoprotein, putative	0.0	0.628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.21403268986895868	4.33	0.2	0.09549533082037392	6.56	0.1888626333036577	18895
CP003496.1_prot_D7S_02211_2036	30S ribosomal protein S15	0.0	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.1811145554459631	4.69	0.26	0.1160726800901635	6.68	-0.1734123842176046	6406
CP003496.1_prot_D7S_02213_2038	acyl-CoA thioesterase II	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.4525820769339158	4.42	0.26	0.11726137934953501	6.61	0.405746974030648	31155
CP003496.1_prot_D7S_02214_2039	ABC transporter, CydDC cysteine exporter	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.3111046921234324	8.52	0.25	0.14075862330233174	8.52	0.23022862879548428	26705
CP003496.1_prot_D7S_02215_2040	cysteine/glutathione ABC transporter membrane/ATP-binding component	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.010769339157390444	6.88	0.85	0.4315759665107116	7.73	-0.0648521584300949	14535
CP003496.1_prot_D7S_02216_2041	thioredoxin-disulfide reductase	1.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.06485627730026772	3.79	0.17	0.08465033243043586	5.39	0.035152292917621654	15011
CP003496.1_prot_D7S_02217_2042	thioredoxin domain protein	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.004013667746935323	4.49	0.07	0.03172996419979922	6.61	-0.004360237152652815	12171
CP003496.1_prot_D7S_02218_2043	molybdopterin synthase sulfurylase MoeB	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.14913132309426522	3.38	0.13	0.058215009565662126	5.42	-0.15745354497755384	4899
CP003496.1_prot_D7S_02219_2044	molybdopterin biosynthesis MoeA protein	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08958080879244751	2.85	0.3	0.12651478415699052	5.72	-0.10537580739870817	8628
CP003496.1_prot_D7S_02220_2045	GTP cyclohydrolase I	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.08600394532901225	3.64	0.1	0.04602352584622963	6.61	0.06521034985698862	13370
CP003496.1_prot_D7S_02221_2046	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	0.0	0.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.024819642102296747	3.86	0.57	0.2461169094387514	6.97	-0.004951224594169681	15480
CP003496.1_prot_D7S_02222_2047	transcription elongation factor GreA	1.0	0.099	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.16916936733831198	4.6	0.11	0.04751018127403256	6.59	0.1547411588657587	17742
CP003496.1_prot_D7S_02223_2048	23S rRNA methyltransferase J	0.0	0.199	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.44501620402987174	4.62	2.0	1.4512441990415395	6.49	0.40485187430151726	30466
CP003496.1_prot_D7S_02224_2049	addiction module killer protein	0.0	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6539298295054248	5.32	0.5	0.23919506373951094	7.28	0.6001631845130984	39346
CP003496.1_prot_D7S_02225_2050	putative transcriptional regulator	0.0	0.098	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.650911652811047	5.57	1.5	0.9941318924857463	7.44	0.5958697175761939	39285
CP003496.1_prot_D7S_02226_2051	riboflavin synthase, alpha subunit	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.05144145413555023	3.38	0.12	0.054930104369897544	5.44	0.032783607675259965	10407
CP003496.1_prot_D7S_02227_2052	multidrug efflux protein	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.01708186557700437	4.2	0.16	0.07108470819995075	6.85	-0.007260242835224364	15387
CP003496.1_prot_D7S_02228_2053	TonB-dependent siderophore receptor	0.0	0.86	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.5801493588840355	12.01	1.0	0.5460012691076468	12.01	0.46214801204705175	38079
CP003496.1_prot_D7S_02229_2054	ABC transporter, permease/ATP-binding protein	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0005586867690573487	5.69	0.58	0.3001288049552024	6.16	-0.04991703445532552	14543
CP003496.1_prot_D7S_02230_2055	tRNA pseudouridine synthase C	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.41565027476398475	5.44	0.28	0.12578078533138864	8.26	0.39188689788418907	29836
CP003496.1_prot_D7S_02231_2056	aspartate-semialdehyde dehydrogenase	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.2746251937438354	4.7	0.02	0.010399011232549773	6.87	0.2414883601992688	25190
CP003496.1_prot_D7S_02232_2057	arginyl-tRNA synthetase	0.0	0.168	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.30258630407214315	7.89	2.0	1.5652649025438978	8.3	0.22164519917413292	25816
CP003496.1_prot_D7S_02233_2058	YecM like protein	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.13962871635902493	4.04	0.08	0.03896605610592314	6.34	0.12303941810467295	16376
CP003496.1_prot_D7S_02234_2059	outer membrane lipoprotein pcp	1.0	0.592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.11834155276877555	4.59	0.33	0.1455782016555225	6.52	0.10683935370219538	14536
CP003496.1_prot_D7S_02235_2060	peptide chain release factor 1	0.0	0.094	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4.0	0.42053332393969284	3.925	0.65	0.5733812247835888	7.03	0.374266095883924	30661
CP003496.1_prot_D7S_02236_2061	protein methyltransferase HemK	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.037186134986614064	3.4	0.16	0.07754654973197204	4.93	-0.057961756293447984	8872
CP003496.1_prot_D7S_02237_2062	3-deoxy-8-phosphooctulonate synthase	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3327511624630125	4.5649999999999995	0.19	0.08923588354516698	6.76	0.30279336275642604	25689
CP003496.1_prot_D7S_02238_2063	NLP/P60 protein	0.0	0.708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.09689164435677046	4.11	0.19	0.08390440020457259	6.39	0.0871428030231281	13058
CP003496.1_prot_D7S_02239_2064	YcgL like protein	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.45804283500070453	4.465	0.15	0.07040014774686039	6.53	0.41218779004792305	31205
CP003496.1_prot_D7S_02240_2065	septum site-determining protein MinC	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.10579117937156544	3.82	0.16	0.07072812683499707	6.28	-0.1069130377133332	6778
CP003496.1_prot_D7S_02241_2066	hypothetical protein	0.0	0.634	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.2715922220656615	4.42	0.58	0.5375681435038737	7.43	0.2521428977326539	22728
CP003496.1_prot_D7S_02242_2067	phosphohistidine phosphatase SixA	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.12289136254755531	4.2	0.1	0.039374917129164855	6.12	0.1105348246926676	15122
CP003496.1_prot_D7S_02243_2068	phosphoglucosamine mutase	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.7971008876990278	4.0	0.96	0.4027841759324152	5.87	-0.7716061788494687	2386
CP003496.1_prot_D7S_02244_2069	dihydropteroate synthase	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.3096047625757362	5.04	0.12	0.05349989581952154	7.1	0.28597721288807226	25580
CP003496.1_prot_D7S_02246_2070	DNA polymerase IV	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.03594687896294209	3.28	0.22	0.09882162407894989	5.17	-0.05780472789953212	10391
CP003496.1_prot_D7S_02248_2071	integrase, catalytic region	0.0	0.236	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0416669015076793	3.65	1.5	0.9740247760119713	5.21	-0.05041975261871838	6998
CP003496.1_prot_D7S_02249_2072	ISPsy8, transposase OrfA	0.0	0.097	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.27380724249682964	3.87	0.6	0.5436330574129147	5.77	0.23768482563976287	21816
CP003496.1_prot_D7S_02251_2074	hypothetical protein	0.0	0.139	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.09066506974778075	2.8600000000000003	0.07	0.0351825052563787	4.05	0.05788513628700774	10375
CP003496.1_prot_D7S_02252_2075	5-methylaminomethyl-2-thiouridine methyltransferase	0.0	0.118	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.2503705791179372	4.18	0.07	0.03368287462352963	6.44	0.22587360066675508	20266
CP003496.1_prot_D7S_02253_2076	ISPsy8, transposase OrfA	0.0	0.115	0.5	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.2182563054811892	3.7199999999999998	0.59	0.541860095088364	5.33	0.18261568768586747	18794
CP003496.1_prot_D7S_02254_2077	inosine-5'-monophosphate dehydrogenase	0.0	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.007695505143018178	3.58	0.79	0.3616570378648684	5.32	-0.04571590930615802	10520
CP003496.1_prot_D7S_02255_2078	biotin--protein ligase	0.0	0.127	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0	0.17555868676905734	4.43	0.08	0.03381025893584377	6.95	0.15778540715625175	20831
CP003496.1_prot_D7S_02256_2079	hypothetical protein	0.0	0.545	0.0	2.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05012892771593631	2.36	0.14	0.05588345045744701	4.27	0.030586914931903856	8650
CP003496.1_prot_D7S_02261_2080	peptide transport system ATP-binding protein SapF	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.12420811610539664	4.58	0.28	0.12327069876688199	6.3	-0.12319445759854525	8416
CP003496.1_prot_D7S_02262_2081	peptide transport system ATP-binding protein SapD	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.2998238692405242	3.39	0.29	0.12840433390790446	6.21	0.25979931051465155	23573
