	Description	Ori_CR (Pr)	Rec_CR (Pr)	Ori_RBP (Pr)	Rec_RBP (Pr)	Orignial_rank	Rec_rank	SignalP_nonfused	SignalP_fused	MS_nonfused	MS_fused	Secretion_nonfused	Secretion_fused
CP003496.1_prot_D7S_01845_1688	peptidyl-tRNA hydrolase	0.36787911616429425	0.37016943116838674	0.0	0.9303981919339812	1359.0	488.0	False	True	False	False	False	True
CP003496.1_prot_D7S_01846_1689	nucleotide-binding protein	0.6836816999164573	0.6801367866906376	0.5	0.48810794661190154	189.0	696.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01847_1690	phosphoserine phosphatase	0.6942478231111597	0.691624214970473	0.0	0.12585841556017724	795.0	1323.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01848_1691	protein AhpA	0.6603854349424549	0.6620113697789894	0.0	0.3678369460908881	860.0	955.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01849_1692	30S ribosomal protein S20	0.9896624033602529	0.9892717180259356	0.5	0.9735017194693251	55.0	3.0	False	False	True	True	True	True
CP003496.1_prot_D7S_01850_1693	integral membrane protein MviN	0.8873223963317106	0.8856292028251928	0.0	0.3999185291946363	455.0	514.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01851_1694	riboflavin biosynthesis protein RibF	0.720521135354029	0.7185563512419486	0.0	0.2541712781428228	753.0	1053.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01852_1695	hypothetical protein	0.6152434559681321	0.6138193425731376	0.0	0.5543856994777545	946.0	697.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01853_1696	hypothetical protein	0.8732643707169006	0.8714947698817888	0.0	0.5566647315234114	473.0	344.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01855_1698	signal peptidase II	0.6044727854694567	0.6057028954639168	0.0	0.12439674045187174	967.0	1446.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01856_1699	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	0.802755940844472	0.8010192412100913	0.0	0.2911193930974393	601.0	855.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01857_1700	ComE operon protein 1	0.6426423296685673	0.6393970720492781	0.0	0.9595050126644168	890.0	194.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01858_1701	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	0.37182323407958384	0.3678034752023232	0.0	0.7482702913297831	1350.0	800.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01859_1702	protein YbjQ	0.7232340068231997	0.7256784038938118	0.0	0.5043002138323847	746.0	594.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01860_1703	putative oxygen-independent coproporphyrinogen III oxidase	0.05035501090164091	0.050464167335353985	0.0	0.4546273539741059	1904.0	1736.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01861_1704	ribose 5-phosphate isomerase A	0.6153829439938168	0.6115960784352128	0.0	0.7717558213633258	945.0	403.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01862_1705	D-3-phosphoglycerate dehydrogenase	0.5997759531445571	0.5996632713079433	0.0	0.01992559690028448	984.0	1595.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01863_1706	iron chelation ABC transporter periplasmic-binding protein	0.9154722479546012	0.9169804502052152	0.0	0.2959245269958704	408.0	617.0	True	True	False	False	True	True
CP003496.1_prot_D7S_01864_1707	keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase	0.6089838763589841	0.6060701170049196	0.0	0.6694206958957658	956.0	529.0	False	True	False	False	False	True
CP003496.1_prot_D7S_01865_1708	uronate isomerase	0.47143241106501016	0.465458240239539	0.0	0.539709637060837	1194.0	999.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01866_1709	D-mannonate oxidoreductase	0.5862668890640284	0.5893071517175545	0.0	0.6967370288993658	1005.0	513.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01867_1710	mannonate dehydratase	0.1389151760889538	0.13942952131916958	0.0	0.6538006781119685	1759.0	1364.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01868_1711	DctP protein	0.6241650666547243	0.6201557228646484	0.0	0.6307639920460751	927.0	564.0	True	True	False	True	True	True
CP003496.1_prot_D7S_01869_1712	tripartite ATP-independent periplasmic transporter DctQ component	0.7423949206728273	0.7429145819580792	0.0	0.37606283845849037	702.0	795.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01871_1713	TRAP dicarboxylate transporter, DctM subunit	0.04149061728220688	0.04054902982450501	0.0	0.1578359248358836	1925.0	1971.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01873_1715	D-mannonate oxidoreductase	0.23876226593829525	0.23503587054690853	0.5	0.5543004697553922	709.0	1370.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01874_1716	mannonate dehydratase	0.04743867676436803	0.046526845650763045	0.0	0.4362299659803655	1909.0	1757.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01875_1717	hypothetical protein	0.6905870564955792	0.6908569107003174	0.0	0.6596950470136163	802.0	436.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01876_1718	RhaT protein	0.5412817637919269	0.5424377318132747	0.0	0.13170049365963563	1083.0	1517.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01877_1719	SUL1 protein	0.7506175244711564	0.746583583146355	0.0	0.6444104253381967	685.0	396.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01880_1721	SurA protein	0.5872469756506553	0.5847804916014774	0.0	0.44584117434568693	1004.0	954.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01881_1722	uracil phosphoribosyltransferase	0.6163278906584478	0.613761691713212	0.0	0.31801806710181135	944.0	1122.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01882_1723	UraA protein	0.05448464862326822	0.053291365133718474	0.0	0.3079322106454969	1900.0	1870.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01884_1725	DnaA regulatory inactivator Hda	0.10290005868749198	0.10227309240179568	0.0	0.4250775430549667	1827.0	1710.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01885_1726	isoprenylcysteine carboxyl methyltransferase	0.6575498631852332	0.6584783110886756	0.0	0.19129275144495558	865.0	1260.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01886_1727	hypothetical protein	0.5680078560036254	0.5624492665465554	0.0	0.586239602445588	1030.0	734.0	False	True	False	False	False	True
CP003496.1_prot_D7S_01887_1728	histidyl-tRNA synthetase	0.001967890095473312	0.0018967747126730585	0.0	0.5003592871410586	1998.0	1741.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01888_1729	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	0.2533839627470567	0.2533701195568231	0.0	0.18144767862591432	1573.0	1810.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01889_1730	hypothetical protein	0.7697100751329679	0.7714374241457667	1.0	0.6205795100968898	30.0	394.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01890_1731	type IV pilus biogenesis/stability protein PilW	0.6705239821064746	0.6730701087732762	0.0	0.15107575587861494	838.0	1312.0	False	True	False	False	False	True
CP003496.1_prot_D7S_01891_1732	cfr family radical SAM enzyme	0.24870671853966594	0.24702657874328549	0.0	0.669531395041683	1586.0	1140.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01893_1734	L-asparaginase, putative	0.9329249008170635	0.9355491325073625	0.0	0.9130814213602657	375.0	33.0	True	True	True	True	True	True
CP003496.1_prot_D7S_01894_1735	L-serine ammonia-lyase	0.045890960401634505	0.04602565506488231	0.0	0.1495473994919447	1914.0	1972.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01895_1736	serine transporter	0.2513505036503412	0.24929841119294638	0.0	0.5953950608046341	1579.0	1273.0	False	True	False	True	False	True
CP003496.1_prot_D7S_01896_1737	SprT protein	0.7626502247235174	0.7624383682340249	0.0	0.2413498389921416	668.0	1002.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01897_1738	integrase, catalytic region	0.7912863128042161	0.7883943667586264	0.5	0.8025336351440238	141.0	200.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01898_1739	ISPsy8, transposase OrfA	0.7065936760700252	0.7029589195206453	0.5	0.9284336122645428	173.5	167.5	False	False	False	False	False	False
CP003496.1_prot_D7S_01900_1741	putative FHA domain protein	0.027122806626458978	0.02721381755428238	0.0	0.8086807471002427	1955.0	1286.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01901_1742	hypothetical protein	0.1814674484490706	0.18059631658147127	0.0	0.6642947615849262	1685.0	1272.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01903_1743	hypothetical protein	0.6320830740930861	0.6323160014816883	0.0	0.50767818751919	911.0	748.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01904_1744	hypothetical protein	0.4986432604263292	0.4980556201105796	0.0	0.6143701217546157	1145.0	812.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01905_1745	hypothetical protein	0.37413897040143834	0.37923736048015416	0.0	0.5085405778153163	1341.0	1191.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01907_1747	superoxide dismutase	0.5085159900151854	0.5052014282518127	0.0	0.6676475493720682	1129.0	688.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01908_1748	putative lipoprotein	0.23318092857815778	0.23436910915856335	0.5	0.8326148431978756	720.0	896.0	True	True	True	True	True	True
CP003496.1_prot_D7S_01909_1749	zinc protease	0.11342711795896027	0.11360484640270128	0.0	0.38593106831316765	1810.0	1745.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01910_1750	XkdP protein	0.8946509463079295	0.8919343158729491	0.0	0.44955871247743673	439.0	451.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01911_1751	putative glycerol-3-phosphate acyltransferase PlsY	0.42775370334143836	0.428011801447427	0.0	0.4860718723572685	1267.0	1146.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01912_1752	dihydroneopterin aldolase	0.932976817570017	0.9316641532408437	0.0	0.2493897352226613	374.0	671.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01913_1753	ArtI protein	0.10657359815235116	0.10520813869438228	0.0	0.3030362973079992	1820.0	1833.0	False	True	False	False	False	True
CP003496.1_prot_D7S_01915_1755	oxido-reductase	0.8391419636703082	0.8413282348723922	0.0	0.566395454273678	534.0	370.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01916_1756	sodium/proton antiporter	0.37993733440205624	0.37838118892281747	0.0	0.19149222154423728	1329.0	1655.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01917_1757	fatty acid metabolism transcriptional regulator FadR	0.30734421428814634	0.3042851917941177	0.5	0.521494740380948	592.0	1308.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01918_1758	aspartate aminotransferase	0.1326481812713377	0.1320917837587574	0.0	0.47104760293655856	1776.0	1615.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01919_1759	menaquinone-specific isochorismate synthase	0.02096874107017542	0.020516293811293086	0.0	0.08346852030154936	1967.0	1991.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01920_1760	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase	0.37449454981253333	0.37800379218928654	0.0	0.13394654297648498	1338.0	1728.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01921_1761	acyl-CoA thioester hydrolase YfbB	0.33325337886142786	0.33516723425492473	0.0	0.005995781865017617	1443.0	1889.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01922_1762	30S ribosomal protein S15	0.873105638626163	0.8734875398896642	0.5	0.8789059056830719	110.0	72.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01923_1763	methionine adenosyltransferase	0.2671799243433663	0.2709549293322376	0.0	0.0961766408858791	1550.0	1868.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01925_1764	integrase, catalytic region	0.3043604063246264	0.30565714218218826	0.5	0.8197598296374006	598.0	778.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01926_1765	ISPsy8, transposase OrfA	0.7065936760700252	0.7029589195206453	0.5	0.9284336122645428	173.5	167.5	False	False	False	False	False	False
CP003496.1_prot_D7S_01928_1767	hypothetical protein	0.642340893414827	0.6436243373592971	0.0	0.4378264532336752	891.0	874.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01932_1769	putative FHA domain protein	0.6699221905044954	0.6694814131576572	0.0	0.31072488120809705	840.5	1036.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01933_1770	ribosomal small subunit pseudouridine synthase A	0.06062814624495023	0.060286092863358655	0.0	0.8543066450646427	1892.0	1144.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01934_1771	Bcr/CflA subfamily drug resistance transporter	0.4481156814684286	0.44953242153687606	0.0	0.30062304232242176	1231.0	1427.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01935_1772	heme ABC exporter, ATP-binding protein CcmA	0.48347433167900405	0.4823351066244392	0.0	0.0927057020692356	1171.0	1649.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01936_1773	heme exporter protein CcmB	0.4805110905289092	0.4806815316519359	0.0	0.18249639675237653	1182.0	1530.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01937_1774	heme ABC superfamily ATP binding cassette transporter, permease protein	0.1282955227677336	0.12762738596722797	0.0	0.24473810910810168	1788.0	1861.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01938_1775	hypothetical protein	0.5884867090633891	0.5879859908154419	0.0	0.4557442930436891	1001.0	938.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01939_1776	cytochrome c-type biogenesis protein CcmE	0.6974535967505704	0.6989491198172639	0.5	0.24386448934879437	183.0	1099.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01940_1777	cytochrome c-type biogenesis protein CcmF	0.15927822818034787	0.15959333672338902	0.0	0.4504999564042969	1721.0	1608.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01941_1778	thiol-disulfide interchange protein	0.7246321461560499	0.7269064279987401	0.0	0.36022086748582943	739.0	863.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01942_1779	cytochrome c-type biogenesis protein CcmH	0.628660358266752	0.6309761352135533	0.0	0.17197910441413963	917.0	1348.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01943_1780	TPR-repeat-containing protein	0.8277484924546277	0.8256648074179087	0.0	0.07586175396433584	560.0	1166.0	False	True	False	True	False	True
CP003496.1_prot_D7S_01944_1781	hypothetical protein	0.3285882235322386	0.32617632015207276	0.5	0.5716447987923865	559.0	1171.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01945_1782	lipoprotein, putative	0.7705147529712992	0.7719008915257861	0.5	0.57177118805244	149.0	446.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01946_1783	cytochrome c nitrite reductase	0.790067311124768	0.7874305726076839	0.5	0.8080036565654654	142.0	195.0	True	False	True	True	True	True
CP003496.1_prot_D7S_01947_1784	cytochrome c nitrite reductase, pentaheme subunit	0.3976061272395633	0.39985405685101616	0.5	0.8470451055869843	433.0	570.0	True	True	False	False	True	True
CP003496.1_prot_D7S_01948_1785	cytochrome c nitrite reductase, Fe-S protein	0.24180746808607287	0.24260128875208656	0.0	0.17121576645573894	1600.0	1826.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01949_1786	NrfD protein	0.20376665903547933	0.20219273393054701	0.0	0.1351516808899826	1651.0	1893.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01950_1787	cytochrome c-type biogenesis protein CcmF	0.20270580122232204	0.20451826572279405	0.0	0.15778310510108004	1655.0	1869.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01951_1788	thiol-disulfide interchange protein	0.7004167587697738	0.7032610247747415	0.0	0.49770743291684577	789.0	637.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01952_1789	cytochrome C-type biogenesis protein	0.9288360130649275	0.9296660415157645	0.0	0.02658416392788749	383.0	1078.0	True	True	False	True	True	True
CP003496.1_prot_D7S_01953_1790	putative flavoprotein	0.17583217725167952	0.17885675043819116	0.0	0.3846426643819469	1691.0	1663.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01954_1791	copper/zinc superoxide dismutase	0.3803062541790776	0.3839640015590995	0.5	0.9257466893331529	466.0	477.0	True	True	True	True	True	True
CP003496.1_prot_D7S_01955_1792	methyltransferase domain family	0.07490661604536195	0.0742252660239352	0.0	0.5584894664484903	1867.0	1579.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01956_1793	DNA replication and repair protein RecF	0.5495030890825743	0.553252901106535	0.0	0.2989859852968344	1067.0	1255.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01957_1794	DNA polymerase III, beta subunit	0.3396790399559217	0.34123796507130894	0.0	0.8122641302621919	1424.0	730.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01958_1795	chromosomal replication initiator protein DnaA	0.04142200940475141	0.041382296762080086	0.0	0.784968867143582	1926.0	1304.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01960_1797	ribonuclease P protein component	0.545194500897509	0.548051160601667	1.0	0.8543680823762436	46.0	377.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01961_1798	putative inner membrane protein translocase component YidC	0.9733596362342778	0.9726148187560132	0.0	0.491160558893226	308.0	307.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01962_1799	tRNA modification GTPase TrmE	0.03582817188690616	0.03614484419085597	0.0	0.28161634041380146	1938.0	1912.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01963_1800	GTP-binding protein Era	0.15942663540925534	0.16112607922526362	0.0	0.6151440485254078	1720.0	1393.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01964_1801	ribonuclease III	0.20717206743380087	0.2054828915810577	1.0	0.7129405645127865	169.0	1138.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01965_1802	signal peptidase I	0.7684079071820271	0.7702999703999698	0.0	0.32451862990080704	654.0	850.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01966_1803	GTP-binding protein LepA	0.5039162139630061	0.5024522802195592	0.0	0.8759884466147569	1137.0	404.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01967_1804	autonomous glycyl radical cofactor GrcA	0.9880285736736715	0.987961468208314	0.0	0.9052292972649586	284.0	18.0	False	True	False	True	False	True
CP003496.1_prot_D7S_01968_1805	uracil-DNA glycosyllase	0.37349713513656135	0.3725111342966437	0.0	0.7379582645715607	1343.0	820.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01969_1806	YaaA like protein	0.15356764399982442	0.1543395495128862	0.0	0.7850491212030615	1732.0	1104.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01970_1807	6-phosphofructokinase	0.7571376640586482	0.761633800440096	0.0	0.30132704866314414	673.0	901.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01971_1808	ferrous-iron efflux pump FieF	0.7274266814934591	0.7239236655348827	0.0	0.30048227637876457	730.0	962.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01972_1809	6-phosphofructokinase	0.2954440224622713	0.29305961027625277	0.0	0.12694506308866793	1510.0	1819.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01974_1810	23S rRNA methyluridine methyltransferase	0.024439055967697958	0.025469024104841243	0.0	0.6852216394628314	1960.0	1467.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01975_1811	beta-hexosaminidase	0.995447511193827	0.9955382587567598	0.0	0.6632923449475117	266.0	144.0	False	True	False	True	False	True
CP003496.1_prot_D7S_01976_1812	lipoprotein, putative	0.7456808453550182	0.7459387894223849	0.0	0.6459138334425113	698.0	395.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01977_1813	HIT family protein	0.8335394147606936	0.8323815677869789	0.0	0.8096899716598357	553.0	159.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01978_1814	formate/nitrite transporter	0.3332667383070211	0.33579073885348926	0.0	0.2312839168045745	1442.0	1658.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01980_1816	pyruvate formate-lyase 1-activating enzyme	0.16322377128465615	0.16412537743676872	0.0	0.6244598948317734	1716.0	1371.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01981_1817	ribosomal protein L11 methyltransferase	0.3319252460626474	0.3367889702289418	0.0	0.06164021906182549	1445.0	1842.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01982_1818	protein SufI	0.07387332587038185	0.07405195097726558	0.0	0.6309081226967921	1871.0	1478.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01983_1819	1-acyl-sn-glycerol-3-phosphate acyltransferase	0.13783249699043737	0.14182321417609214	0.0	0.5127669851074637	1762.0	1545.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01984_1820	UDP-2,3-diacylglucosamine hydrolase	0.16171724670742094	0.1597726537540528	0.0	0.368083737927081	1717.0	1708.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01985_1821	hypothetical protein	0.5625403879676706	0.5647217198195629	0.0	0.5217128772351334	1041.0	864.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01986_1822	helix-turn-helix containing protein	0.06245000826479315	0.06272157368197333	0.5	0.3758584042508079	1042.0	1807.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01987_1823	tyrosine-specific transporter	0.42000127798387277	0.42180898805923056	0.0	0.07683140554801099	1281.0	1746.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01988_1824	tyrosine phenol-lyase	0.1250410013576588	0.1233156968867622	0.0	0.4086203552673487	1790.0	1699.0	False	False	True	True	True	True
CP003496.1_prot_D7S_01989_1825	elongation factor P	0.870726401064878	0.8717995937045568	1.0	0.79948540674367	19.0	137.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01990_1826	DNA repair protein RecO	0.989259403275114	0.9894133288556541	0.0	0.6438090190560801	283.0	163.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01991_1827	opacity-associated protein OapA	0.10321954663089336	0.1030314918216088	0.5	0.715462252521567	974.0	1322.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01992_1828	opacity-associated protein OapB	0.732766449125433	0.73448869663743	0.5	0.7850922501896078	160.0	262.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01993_1829	recombination associated protein	0.2969476820007943	0.2951678079472233	0.0	0.879169258718222	1504.0	683.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01994_1830	pyrroline-5-carboxylate reductase	0.7241738680776444	0.7237737736960228	0.0	0.07313314170651902	741.0	1355.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01995_1831	tyrosine recombinase XerD	0.4928099606102313	0.493083984813495	0.0	0.8036923634977892	1157.0	494.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01996_1832	trigger factor	0.0077417345707533015	0.00754239922938012	0.0	0.5283623766966038	1988.0	1691.0	False	False	True	True	True	True
CP003496.1_prot_D7S_01998_1834	HflC protein	0.454934749346418	0.4560357391976376	0.0	0.25675927189118286	1221.0	1462.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01999_1835	FtsH protease regulator HflK	0.11873034842414518	0.12019860670683354	0.5	0.8016099358044139	938.0	1133.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02000_1836	putative 4'-phosphopantetheinyl transferase	0.047058939386914495	0.0479344620174319	0.0	0.19053725518192716	1912.0	1956.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02001_1837	threonine synthase	0.039365822751802164	0.03810542222963647	0.0	0.14612956908852082	1931.0	1975.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02002_1838	hypothetical protein	0.8148296704573972	0.8134748653441921	0.0	0.6663175763273417	577.0	297.0	True	False	False	False	True	False
CP003496.1_prot_D7S_02003_1839	homoserine kinase	0.5647716688273601	0.5643734710284467	0.0	0.22915295670040742	1034.0	1361.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02006_1842	nicotinamide phosphoribosyltransferase	0.35157286962092665	0.35219149208493866	0.0	0.17004924907575356	1400.0	1716.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02007_1843	succinyl-diaminopimelate desuccinylase	0.6814942001461994	0.6822672952980673	0.0	0.2433502601403885	822.0	1129.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02008_1844	glycine betaine transport ATP-binding protein opuAA	0.2999037321670363	0.3035438946506779	0.0	0.06401248894520081	1499.0	1867.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02009_1845	glycine betaine	0.3432180690670925	0.33737607145172616	0.0	0.08033920619926756	1418.0	1823.0	False	True	False	True	False	True
CP003496.1_prot_D7S_02010_1846	NlpB protein	0.5310253381302363	0.5327855862669788	0.5	0.3493270855446385	244.0	1197.0	True	True	True	True	True	True
CP003496.1_prot_D7S_02011_1847	dihydrodipicolinate synthase	0.15226757565533763	0.15200736415699634	0.0	0.46809962051308823	1733.0	1593.0	False	True	True	True	True	True
CP003496.1_prot_D7S_02012_1848	peroxiredoxin Q	0.5585241491697306	0.5614115669373652	0.0	0.3439397828788602	1050.0	1157.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02014_1850	TypA protein	0.5086274599431813	0.5085402867749282	0.0	0.8447625006460674	1128.0	431.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02015_1851	glutamine synthetase, type I	0.18896296068768298	0.1851475369459161	0.0	0.2968439182644024	1670.0	1758.0	False	False	True	True	True	True
CP003496.1_prot_D7S_02016_1852	protein YegH	0.1076908045762444	0.10742522602175737	0.0	0.24263930932652245	1817.0	1882.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02017_1853	DNA mismatch repair protein	0.27805652331594544	0.2758766727384326	0.0	0.6925258710400766	1536.0	1062.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02018_1854	methylated-DNA--protein-cysteine methyltransferase	0.5369694479239806	0.5410196374837647	1.0	0.8748246920769803	48.0	357.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02019_1855	FadL protein	0.10092213893314655	0.1008132058215057	0.0	0.6794627303817349	1830.0	1387.0	True	False	True	True	True	True
CP003496.1_prot_D7S_02020_1856	DNA mismatch repair protein	0.9455561503831269	0.9450716446572537	0.0	0.6655317321673618	351.0	188.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02021_1857	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.04258974287354371	0.04146207057641297	0.0	0.3973175137465717	1921.0	1806.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02022_1858	BolA protein	0.9837088840787169	0.9833371400222408	0.0	0.7282342373398052	290.0	109.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02023_1859	anti-sigma factor B antagonist	0.9490278390756713	0.9491043523919456	0.0	0.34942943777360475	345.0	492.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02024_1860	ABC transporter	0.45079692914485403	0.4466079267138545	0.0	0.4426201633571726	1226.0	1186.0	True	True	True	False	True	True
CP003496.1_prot_D7S_02025_1861	conserved ABC-type transport system protein, periplasmic component	0.5857511686971372	0.5878211177984107	0.0	0.306754445631474	1008.0	1177.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02026_1862	conserved ABC-type transport system protein, permease component	0.30114827429269797	0.30279018711688416	0.0	0.34196620715996856	1497.0	1557.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02027_1863	conserved ABC-type transport system protein, ATPase component	0.23873817687496066	0.23941150944261094	0.0	0.37301317621391783	1610.0	1604.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02029_1865	hypothetical protein	0.49371629768572445	0.4958538887476843	0.0	0.3803032328617807	1154.0	1207.0	False	False	False	False	False	False
CP003496.1_prot_D7S_02030_1866	lipopolysaccharide transport periplasmic protein LptA	0.8345954920985419	0.8355209923611566	0.5	0.25388860565194243	123.0	860.0	True	True	False	False	True	True
